dataset,graph,n,m,algorithm,algorithmLabel,runtimeMs,ok,message,breakageType,missingMetrics,isPlane,angularResolution,aspectRatio,convexity,edgeLengthDeviation,edgeRatio,edgeOrthogonality,face,nodeUniformity,alignment,spacing
sample_graphs,sample1,50,96,tutte,Tutte,40.174257,1,"Applied Tutte (4-vertex outer face, 1 iters)",ok,,1,0.3352546748200581,0.9976765242608132,1,0.5289570826097532,0.006385494336008855,0.5246876666764773,0.6879616161867437,0.2909090909090909,0.6836819941008985,0.48314676882425606
sample_graphs,sample2,30,82,tutte,Tutte,11.285313,1,"Applied Tutte (4-vertex outer face, 1 iters)",ok,,1,0.30498644480604825,0.5811917795677282,1,0.6134506259706075,0.004585285957930503,0.7381942371735128,0.7396616899173192,0.27586206896551724,0.833400629895825,0.44746973703889636
sample_graphs,sample3,20,30,tutte,Tutte,9.831244,1,"Applied Tutte (5-vertex outer face, 1 iters)",ok,,1,0.720723564350606,0.9510565162951538,1,0.5749268652074631,0.1074283510628289,0.5141521320173467,0.7332336152160597,0.5263157894736843,0.8752078215340331,0.5926014648687045
sample_graphs,sample4,42,113,tutte,Tutte,16.36526,1,"Applied Tutte (5-vertex outer face, 1 iters)",ok,,1,0.2603504155495176,0.7947806934801281,1,0.4904027952132014,0.003824523908426526,0.6963363860210923,0.7100011926447072,0.29268292682926833,0.45193687230989965,0.314447507801104
sample_graphs,sample5,37,71,tutte,Tutte,15.139534,1,"Applied Tutte (9-vertex outer face, 1 iters)",ok,,1,0.3992024363609915,0.9638510942794183,0.5714285714285714,0.5286403758911036,0.0006997904470229728,0.5963752867007126,0.6078303473871458,0.34146341463414664,0.6850739267317981,0.4318247493503097
sample_graphs,sample6,15,27,tutte,Tutte,7.005239,1,"Applied Tutte (13-vertex outer face, 1 iters)",ok,,1,0.3596206971685633,0.9541693212402043,0.9230769230769231,0.6547492243589256,0.03303846351188449,0.4940787814558435,0.6296476735359993,0.7142857142857143,0.56312292358804,0.6944080962535204
sample_graphs,sample7,17,39,tutte,Tutte,8.133179,1,"Applied Tutte (4-vertex outer face, 1 iters)",ok,,1,0.37760948421466384,0.8927608444533693,0.9130434782608695,0.6260164107406494,0.0423534147099754,0.44155277272489435,0.46475736851278715,0.368421052631579,0.6415311653116531,0.46610798795290675
sample_graphs,planar3tree10,10,24,tutte,Tutte,5.630273,1,"Applied Tutte (3-vertex outer face, 1 iters)",ok,,1,0.21867991047384075,0.9352278298490779,1,0.5859942564511196,0.04310368974380461,0.6271974738860513,0.45317525591520336,0.36363636363636354,0.6271043771043772,0.44220306027073014
sample_graphs,planar3tree30,30,84,tutte,Tutte,9.658739,1,"Applied Tutte (3-vertex outer face, 1 iters)",ok,,1,0.13046369192047327,0.9773965517881015,1,0.517715661680418,0.0010622270811752117,0.6669183664402507,0.3699151805110389,0.1724137931034483,0.6237322515212981,0.4665307972451819
sample_graphs,planar3tree100,100,294,tutte,Tutte,45.252668,1,"Applied Tutte (3-vertex outer face, 1 iters)",ok,,1,0.06570581844877466,0.8886965897076367,1,0.4670509216881926,0.000029502301478298905,0.17239961540038973,0.4169450834994418,0.08080808080808077,0.5418192918192917,0.19808326635415285
sample_graphs,cycle20,20,20,tutte,Tutte,7.774761,1,"Applied Tutte (20-vertex outer face, 1 iters)",ok,,1,0.9000000000000001,1,1,0.9999999999999993,0.9999999999999974,0.48,1,0.6842105263157895,0.5949656750572083,0.9999999999999993
sample_graphs,xtree30,30,54,tutte,Tutte,13.491367,1,"Applied Tutte (22-vertex outer face, 1 iters)",ok,,1,0.4519808731846119,0.9834694391252602,1,0.77051571169656,0.29354425089513436,0.5147700575734624,0.8871078705061599,0.7586206896551724,0.42385057471264376,0.8340693024351304
sample_graphs,oct174,174,516,tutte,Tutte,111.199386,1,"Applied Tutte (3-vertex outer face, 1 iters)",ok,,1,0.12034576812541566,0.7954386525167476,1,0.5128748263211571,0.0010457047979342026,0.3882112466880898,0.5893799902001489,0.09392265193370153,0.5297149478880018,0.42418226997232966
sample_graphs,grid2x10,20,28,tutte,Tutte,9.514495,1,"Applied Tutte (20-vertex outer face, 1 iters)",ok,,1,0.500651374804401,0.8579575420752923,1,0.5846899255217102,0.1535575659784562,0.5806557542194601,0.7914679054282023,0.6842105263157895,0.5731720605862483,0.937507744268262
sample_graphs,grid2x20,40,58,tutte,Tutte,21.336074,1,"Applied Tutte (40-vertex outer face, 1 iters)",ok,,1,0.4560190756056472,0.8524980467451353,1,0.5094391316957236,0.07510101811630872,0.6217682370012888,0.8464071744139111,0.46341463414634143,0.5241349785178052,0.9428157534259599
